mm,mdd,dd,hr,Temp,VPD,"Wind speed",Precip,P,O3,LAI,HD,R,PAR
10,12,286,16,8.38,0.40135,1.38,0.013,99.98,29.456,0.174,42.07,78.98,162.42237
10,12,286,17,7.78,0.3394,1.26,0.013,100.02,27.534,0.174,9.73,0,0
10,12,286,18,5.86,0.18951,0.99,0.007,100.16,23.799,0.174,-22.6,0,0
10,12,286,19,6.73,0.2434,0.91,0.007,100.08,20.611,0.174,-21.93,0,0
10,12,286,20,6.29,0.20965,0.83,0.007,100.12,17.821,0.174,-21.27,0,0
10,12,286,21,4.35,0.08451,0.74,0.01,100.25,15.295,0.174,-20.6,0,0
10,12,286,22,5.35,0.15054,0.66,0.01,100.18,13.325,0.174,-18.57,0,0
10,12,286,23,4.85,0.12502,0.58,0.01,100.21,11.667,0.174,-16.53,0,0
10,13,287,0,4.36,0.10214,0.48,0.007,100.32,10.027,0.188,-14.5,0,0
10,13,287,1,4.35,0.08633,0.48,0.007,100.27,9.096,0.188,-13.73,0,0
10,13,287,2,4.35,0.07088,0.48,0.007,100.29,8.205,0.188,-12.97,0,0
10,13,287,3,4.44,0.06123,0.5,0,100.2,7.395,0.188,-12.2,0,0
10,13,287,4,4.4,0.05438,0.43,0,100.29,6.339,0.188,-11.1,0,0
10,13,287,5,4.42,0.05281,0.41,0,100.25,5.667,0.188,-10,0,0
10,13,287,6,4.83,0.07476,0.43,0,100.05,5.85,0.188,-8.9,0,0
10,13,287,7,4.58,0.06425,0.42,0,100.17,7.352,0.188,-8.83,6.39,13.141035
10,13,287,8,4.71,0.07736,0.41,0,100.12,9.318,0.188,-8.77,75.6,155.4714
10,13,287,9,6.88,0.22277,0.41,0.42,99.95,10.851,0.188,-8.7,70.79,145.579635
10,13,287,10,5.52,0.10638,0.73,0.42,100.03,22.991,0.188,-1.87,94.85,195.059025
10,13,287,11,6.21,0.12655,0.85,0.42,99.99,28.289,0.188,4.97,108.99,224.137935
10,13,287,12,7.88,0.22271,0.94,0.553,99.5,30.805,0.188,11.8,112.46,231.27399
10,13,287,13,7.25,0.14001,0.89,0.553,99.85,31.489,0.188,7.97,104.53,214.965945
10,13,287,14,7.59,0.1301,0.91,0.553,99.7,31.801,0.188,4.13,86.21,177.290865
10,13,287,15,7.78,0.11524,0.99,0.33,99.13,31.905,0.188,0.3,58.6,120.5109
10,13,287,16,7.88,0.10207,0.99,0.33,99.42,31.465,0.188,-3.5,23.31,47.937015
10,13,287,17,7.85,0.08451,1,0.33,99.29,30.856,0.188,-7.3,0,0
10,13,287,18,7.89,0.07704,1.02,1.3,98.8,30.059,0.188,-11.1,0,0
10,13,287,19,7.85,0.06362,0.98,1.3,99.06,29.325,0.188,-10.87,0,0
10,13,287,20,7.88,0.05981,0.99,1.3,98.95,28.937,0.188,-10.63,0,0
10,13,287,21,8.36,0.08992,1.05,0.787,98.65,28.806,0.188,-10.4,0,0
10,13,287,22,8.06,0.05328,0.92,0.787,98.77,28.113,0.188,-8.13,0,0
10,13,287,23,8.22,0.05195,0.82,0.787,98.72,27.216,0.188,-5.87,0,0
10,14,288,0,7.24,0,0.79,0.283,98.61,25.978,0.198,-3.6,0,0
10,14,288,1,7.99,0.04909,0.73,0.283,98.64,23.836,0.198,-2.87,0,0
10,14,288,2,7.62,0.04915,0.68,0.283,98.63,21.09,0.198,-2.13,0,0
10,14,288,3,7.41,0.0605,0.63,0.34,98.67,17.868,0.198,-1.4,0,0
10,14,288,4,7.29,0.04921,0.7,0.34,98.62,14.448,0.198,-1.73,0,0
10,14,288,5,7.35,0.0497,0.78,0.34,98.64,10.723,0.198,-2.07,0,0
10,14,288,6,8.24,0.10912,0.87,0.003,98.86,7.139,0.198,-2.4,0,0
10,14,288,7,7.67,0.05264,0.84,0.003,98.71,7.364,0.198,0.93,5.31,10.920015
10,14,288,8,7.95,0.0573,0.83,0.003,98.78,9.469,0.198,4.27,77.29,158.946885
10,14,288,9,9.38,0.15185,0.84,0.037,98.93,10.782,0.198,7.6,130.1,267.55065
10,14,288,10,8.61,0.07079,0.83,0.037,98.88,11.733,0.198,8.47,175.06,360.01089
10,14,288,11,8.99,0.07837,0.81,0.037,98.9,12.575,0.198,9.33,201.35,414.076275
10,14,288,12,10.97,0.22173,0.79,0.01,98.85,13.314,0.198,10.2,353.41,726.787665
10,14,288,13,9.92,0.10612,0.79,0.01,98.91,13.831,0.198,14.33,328.41,675.375165
10,14,288,14,10.45,0.1267,0.79,0.01,98.89,14.219,0.198,18.47,269.87,554.987655
10,14,288,15,10.06,0.07035,0.79,0.053,98.87,14.407,0.198,22.6,127.93,263.088045
10,14,288,16,10.66,0.11468,0.71,0.053,98.85,12.976,0.198,13.21,48.96,100.68624
10,14,288,17,10.36,0.08358,0.65,0.053,98.86,10.851,0.198,3.83,0,0
10,14,288,18,10.08,0.07285,0.43,0.05,98.72,8.285,0.198,-5.56,0,0
10,14,288,19,10.08,0.07064,0.5,0.05,98.84,8.115,0.198,-6.92,0,0
10,14,288,20,10.09,0.06908,0.57,0.05,98.79,8.234,0.198,-8.28,0,0
10,14,288,21,9.81,0.04471,0.64,0.01,98.58,8.352,0.198,-9.64,0,0
10,14,288,22,10,0.06554,0.75,0.01,98.69,8.759,0.198,-11.69,0,0
10,14,288,23,9.91,0.06417,0.85,0.01,98.64,9.544,0.198,-13.73,0,0
10,15,289,0,9.01,0,0.95,0.01,98.58,10.264,0.212,-15.78,0,0
10,15,289,1,9.54,0.06029,1,0.01,98.58,11.384,0.212,-14.07,0,0
10,15,289,2,9.28,0.06064,1.04,0.01,98.58,14.015,0.212,-12.35,0,0
10,15,289,3,9.07,0.06868,1.08,0.037,98.42,17.414,0.212,-10.64,0,0
10,15,289,4,9.04,0.06474,1.14,0.037,98.54,19.866,0.212,-13.6,0,0
10,15,289,5,9.06,0.06612,1.2,0.037,98.49,20.789,0.212,-16.57,0,0
10,15,289,6,10.44,0.18026,1.27,0.737,98.28,20.905,0.212,-19.53,0,0
10,15,289,7,9.54,0.0684,1.34,0.737,98.39,21.952,0.212,-18.62,2.28,4.68882
10,15,289,8,10,0.07104,1.41,0.737,98.34,23.366,0.212,-17.71,43.84,90.15696
10,15,289,9,11.69,0.1862,1.49,0.17,98.19,24.748,0.212,-16.8,68.44,140.74686
10,15,289,10,10.87,0.07626,1.45,0.17,98.26,25.714,0.212,-10.53,92.44,190.10286
10,15,289,11,11.28,0.0787,1.42,0.17,98.23,26.605,0.212,-4.27,106.49,218.996685
10,15,289,12,14.01,0.31203,1.38,0.007,98.1,26.295,0.212,2,123.07,253.093455
10,15,289,13,12.47,0.08933,1.33,0.007,98.17,28.386,0.212,1.17,114.21,234.872865
10,15,289,14,13.25,0.09951,1.27,0.007,98.14,28.99,0.212,0.33,93.55,192.385575
10,15,289,15,14.15,0.12972,1.21,0.003,97.93,28.657,0.212,-0.5,185.33,381.131145
10,15,289,16,14.07,0.11687,1.32,0.003,98.06,30.471,0.212,-19.55,67.9,139.63635
10,15,289,17,14.12,0.12024,1.47,0.003,98.01,32.943,0.212,-38.61,0,0
10,15,289,18,12.98,0,1.64,0.023,98.01,33.268,0.212,-57.66,0,0
10,15,289,19,13.75,0.11151,1.8,0.023,97.95,33.174,0.212,-50.76,0,0
10,15,289,20,13.36,0.10782,1.95,0.023,97.97,32.869,0.212,-43.85,0,0
10,15,289,21,11.89,0.00201,2.11,0.037,98.04,32.834,0.212,-36.95,0,0
10,15,289,22,12.61,0.10137,1.95,0.037,98.02,32.54,0.212,-36.5,0,0
10,15,289,23,12.25,0.09691,1.78,0.037,98.03,32.2,0.212,-36.06,0,0
10,16,290,0,11.21,0.03229,1.61,0.113,98.03,31.647,0.222,-35.61,0,0
10,16,290,1,11.66,0.09206,1.66,0.113,98.04,31.458,0.222,-36.5,0,0
10,16,290,2,11.44,0.09004,1.71,0.113,98.03,31.35,0.222,-37.39,0,0
10,16,290,3,11.19,0.08615,1.77,0.057,98.05,31.336,0.222,-38.28,0,0
10,16,290,4,11.2,0.08577,1.66,0.057,98.03,30.865,0.222,-37.37,0,0
10,16,290,5,11.19,0.08408,1.55,0.057,98.04,30.026,0.222,-36.46,0,0
10,16,290,6,12.45,0.19938,1.45,0.21,98.12,28.91,0.222,-35.55,0,0
10,16,290,7,11.6,0.08687,1.59,0.21,98.07,28.599,0.222,-32.8,2.57,5.285205
10,16,290,8,12.02,0.09461,1.72,0.21,98.09,28.651,0.222,-30.05,69.41,142.741665
10,16,290,9,12.99,0.1564,1.86,0.127,98.28,28.909,0.222,-27.3,66.91,137.600415
10,16,290,10,12.62,0.10754,1.82,0.127,98.16,29.007,0.222,-23.77,90.93,186.997545
10,16,290,11,12.8,0.11062,1.78,0.127,98.21,28.362,0.222,-20.23,104.91,215.747415
10,16,290,12,13.76,0.19193,1.74,0.147,98.38,27.694,0.222,-16.7,129.38,266.06997
10,16,290,13,13.24,0.11554,1.73,0.147,98.3,29.033,0.222,-18.57,119.95,246.677175
10,16,290,14,13.49,0.1173,1.73,0.147,98.34,30.331,0.222,-20.43,97.83,201.187395
10,16,290,15,13.76,0.11835,1.73,0.11,98.51,31.528,0.222,-22.3,53.72,110.47518
10,16,290,16,13.75,0.11321,1.61,0.11,98.41,32.104,0.222,-24.67,18.68,38.41542
10,16,290,17,13.75,0.1085,1.48,0.11,98.45,32.142,0.222,-27.03,0,0
10,16,290,18,12.21,0,1.36,0.04,98.63,31.283,0.222,-29.4,0,0
10,16,290,19,13.23,0.09941,1.31,0.04,98.54,30.674,0.222,-29.4,0,0
10,16,290,20,12.72,0.09469,1.28,0.04,98.58,30.503,0.222,-29.4,0,0
10,16,290,21,11.9,0.06126,1.24,0,98.79,30.555,0.222,-29.4,0,0
10,16,290,22,12.09,0.09047,1.2,0,98.67,30.554,0.222,-28.27,0,0
10,16,290,23,11.99,0.08952,1.16,0,98.72,30.215,0.222,-27.13,0,0
10,17,291,0,12.3,0.12593,1.12,0,98.91,29.501,0.23,-26,0,0
10,17,291,1,12.02,0.08737,1.1,0,98.82,28.784,0.23,-25.53,0,0
10,17,291,2,12.16,0.08586,1.09,0,98.86,28.216,0.23,-25.07,0,0
10,17,291,3,12.09,0.0627,1.09,0.007,99.09,27.895,0.23,-24.6,0,0
10,17,291,4,12.21,0.08415,0.94,0.007,98.95,27.049,0.23,-19.6,0,0
10,17,291,5,12.14,0.08319,0.79,0.007,99.01,25.93,0.23,-14.6,0,0
10,17,291,6,12.95,0.16402,0.65,0,99.11,24.349,0.23,-9.6,0,0
10,17,291,7,12.37,0.0815,0.79,0,99.09,24.882,0.23,-8.23,3,6.1695
10,17,291,8,12.66,0.08652,0.91,0,99.1,24.472,0.23,-6.87,130.83,269.051895
10,17,291,9,15.96,0.41826,1.01,0,99.26,21.795,0.23,-5.5,259.62,533.90853
10,17,291,10,13.94,0.13781,1.05,0,99.14,26.334,0.23,16.47,355.14,730.34541
10,17,291,11,14.94,0.19655,1.03,0,99.19,28.564,0.23,38.43,410.66,844.52229
10,17,291,12,16.95,0.38612,1.01,0,99.31,29.258,0.23,60.4,423.42,870.76323
10,17,291,13,16.29,0.29676,1.04,0,99.27,30.18,0.23,49.7,391.83,805.798395
10,17,291,14,16.62,0.32832,1.07,0,99.29,30.592,0.23,39,318.05,654.069825
10,17,291,15,14.01,0.02173,1.1,0,99.33,33.77,0.23,28.3,207.04,425.77776
10,17,291,16,15.97,0.25079,1.03,0,99.31,33.969,0.23,12.97,67.57,138.957705
10,17,291,17,14.99,0.14972,0.92,0,99.32,35.748,0.23,-2.37,0,0
10,17,291,18,10.79,0,0.58,0,99.48,30.005,0.23,-17.7,0,0
10,17,291,19,12.92,0.00062,0.48,0,99.36,26.946,0.23,-13.7,0,0
10,17,291,20,11.85,0,0.39,0,99.41,23.724,0.23,-9.7,0,0
10,17,291,21,8.3,0,0.27,0,99.47,18.935,0.23,-5.7,0,0
10,17,291,22,9.96,0,0.18,0,99.48,14.948,0.23,-3.97,0,0
10,17,291,23,9.13,0,0.12,0,99.47,11.223,0.23,-2.23,0,0
10,18,292,0,7.69,0,0.14,0,99.42,12.593,0.231,-0.5,0,0
10,18,292,1,8.1,0,0.12,0,99.46,11.088,0.231,-1.37,0,0
10,18,292,2,7.9,0,0.16,0,99.44,12.845,0.231,-2.23,0,0
10,18,292,3,6.43,0,0.22,0,99.46,14.726,0.231,-3.1,0,0
10,18,292,4,7.27,0,0.15,0,99.43,11.618,0.231,-2.33,0,0
10,18,292,5,6.85,0,0.11,0,99.44,9.164,0.231,-1.57,0,0
10,18,292,6,8.64,0,0.12,0,99.43,8.854,0.231,-0.8,0,0
10,18,292,7,7.17,0,0.05,0,99.45,4.553,0.231,-2.03,0.4,0.8226
10,18,292,8,7.91,0,0.1,0,99.44,6.652,0.231,-3.27,31.34,64.45071
10,18,292,9,13.19,0.37058,0.25,0,99.52,8.818,0.231,-4.5,63.5,130.58775
10,18,292,10,10.15,0.03035,0.74,0,99.45,23.195,0.231,23.43,87.38,179.69697
10,18,292,11,11.66,0.17086,0.84,0,99.48,29.118,0.231,51.37,101.25,208.220625
10,18,292,12,12.98,0.30511,0.94,0,99.62,31.345,0.231,79.3,220.8,454.0752
10,18,292,13,13.11,0.34943,1.14,0,99.54,32.388,0.231,71.37,204.02,419.56713
10,18,292,14,13.04,0.3737,1.33,0,99.58,32.907,0.231,63.43,164.87,339.055155
10,18,292,15,9.84,0.11314,1.53,0,99.81,33.361,0.231,55.5,116.44,239.45886
10,18,292,16,11.92,0.33086,1.63,0,99.66,32.18,0.231,27.53,35.62,73.25253
10,18,292,17,10.87,0.27016,1.73,0,99.73,31.197,0.231,-0.43,0,0
10,18,292,18,7.78,0.05842,1.82,0,99.92,30.815,0.231,-28.4,0,0
10,18,292,19,9.14,0.21372,1.89,0,99.83,30.954,0.231,-33.13,0,0
10,18,292,20,8.46,0.21139,1.96,0,99.87,31.305,0.231,-37.87,0,0
10,18,292,21,6.45,0.11762,2.04,0,100.1,31.806,0.231,-42.6,0,0
10,18,292,22,7.32,0.21171,1.97,0,99.96,32.145,0.231,-44.27,0,0
10,18,292,23,6.88,0.21338,1.9,0,100.02,32.401,0.231,-45.93,0,0
10,19,293,0,6.25,0.20338,1.83,0.007,100.12,32.613,0.245,-47.6,0,0
10,19,293,1,6.38,0.20765,1.84,0.007,100.1,33.326,0.245,-45.9,0,0
10,19,293,2,6.31,0.19858,1.85,0.007,100.11,34.606,0.245,-44.2,0,0
10,19,293,3,5.59,0.14593,1.85,0,100.25,36.195,0.245,-42.5,0,0
10,19,293,4,6.02,0.19243,1.86,0,100.15,37.568,0.245,-43.33,0,0
10,19,293,5,5.8,0.19606,1.86,0,100.19,38.426,0.245,-44.17,0,0
10,19,293,6,5.93,0.22241,1.87,0,100.24,38.781,0.245,-45,0,0
10,19,293,7,5.7,0.23119,1.9,0,100.25,39.027,0.245,-25.33,0.29,0.596385
10,19,293,8,5.82,0.26236,1.94,0,100.24,39.276,0.245,-5.67,51.54,105.99201
10,19,293,9,7.79,0.42118,1.96,0.003,100.36,39.461,0.245,14,226.91,466.640415
10,19,293,10,6.54,0.32642,2.06,0.003,100.27,39.932,0.245,54.23,314.46,646.68699
10,19,293,11,7.16,0.36064,2.15,0.003,100.31,40.23,0.245,94.47,365.28,751.19832
10,19,293,12,8.41,0.44405,2.23,0,100.22,40.298,0.245,134.7,404.7,832.26555
10,19,293,13,8.01,0.42035,2.18,0,100.33,39.938,0.245,110.47,373.05,767.177325
10,19,293,14,8.22,0.44278,2.14,0,100.28,39.519,0.245,86.23,300.1,617.15565
10,19,293,15,6.5,0.32851,2.1,0.003,100.19,39.023,0.245,62,192.09,395.033085
10,19,293,16,7.78,0.40269,1.94,0.003,100.21,38.246,0.245,26.93,54.52,112.12038
10,19,293,17,7.14,0.34293,1.77,0.003,100.2,37.201,0.245,-8.13,0,0
10,19,293,18,5.22,0.20437,1.54,0,100.2,35.457,0.245,-43.2,0,0
10,19,293,19,6.07,0.2608,1.46,0,100.19,34.322,0.245,-42.47,0,0
10,19,293,20,5.65,0.23574,1.39,0,100.2,33.389,0.245,-41.73,0,0
10,19,293,21,4.85,0.18969,1.33,0,100.13,32.614,0.245,-41,0,0
10,19,293,22,5.1,0.19835,1.3,0,100.18,32.171,0.245,-41.63,0,0
10,19,293,23,4.98,0.18466,1.28,0,100.16,31.852,0.245,-42.27,0,0
10,20,294,0,4.14,0.12908,1.27,0,100.09,31.471,0.281,-42.9,0,0
10,20,294,1,4.62,0.15785,1.17,0,100.12,30.639,0.281,-39.57,0,0
10,20,294,2,4.38,0.14506,1.06,0,100.11,29.544,0.281,-36.23,0,0
10,20,294,3,4.23,0.1377,0.96,0,100.1,27.955,0.281,-32.9,0,0
10,20,294,4,4.17,0.12854,0.95,0,100.09,26.964,0.281,-32.17,0,0
10,20,294,5,4.2,0.12459,0.94,0,100.1,26.369,0.281,-31.43,0,0
10,20,294,6,5.2,0.17963,0.93,0,100,26.047,0.281,-30.7,0,0
10,20,294,7,4.56,0.14108,0.91,0,100.08,26.41,0.281,-25.43,0.2,0.4113
10,20,294,8,4.89,0.16182,0.9,0,100.04,26.844,0.281,-20.17,113.35,233.104275
10,20,294,9,9.14,0.45962,0.91,0,99.95,26.905,0.281,-14.9,241.37,496.377405
10,20,294,10,6.52,0.27156,1.14,0,99.99,31.533,0.281,25.1,336.19,691.374735
10,20,294,11,7.83,0.36735,1.21,0,99.97,33.296,0.281,65.1,391.39,804.893535
10,20,294,12,10.87,0.61651,1.26,0,99.77,34.233,0.281,105.1,403.19,829.160235
10,20,294,13,9.73,0.51936,1.17,0,99.91,34.364,0.281,89.47,371.07,763.105455
10,20,294,14,10.31,0.5677,1.09,0,99.85,34.25,0.281,73.83,297.32,611.43858
10,20,294,15,7.96,0.38283,1.02,0,99.66,34.022,0.281,58.2,186.81,384.174765
10,20,294,16,9.91,0.53115,0.89,0,99.75,33.386,0.281,36.87,49.24,101.26206
10,20,294,17,8.94,0.45158,0.76,0,99.71,32.246,0.281,15.53,0,0
10,20,294,18,4.54,0.14079,0.29,0,99.58,20.776,0.281,-5.8,0,0
10,20,294,19,6.83,0.27932,0.27,0,99.64,18.348,0.281,-5.63,0,0
10,20,294,20,5.69,0.19834,0.25,0,99.62,15.935,0.281,-5.47,0,0
10,20,294,21,2.74,0.02412,0.23,0,99.41,13.535,0.281,-5.3,0,0
10,20,294,22,3.95,0.08251,0.2,0,99.54,11.156,0.281,-4.83,0,0
10,20,294,23,3.35,0.04324,0.19,0,99.49,9.835,0.281,-4.37,0,0
10,21,295,0,0.78,0,0.21,0,99.41,9.771,0.291,-3.9,0,0
10,21,295,1,2.09,0.03754,0.05,0,99.41,3.716,0.291,-2.67,0,0
10,21,295,2,1.43,0.13276,0.01,0,99.41,1.036,0.291,-1.43,0,0
10,21,295,3,0.47,0,0.08,0,99.39,5.857,0.291,-0.2,0,0
10,21,295,4,0.68,0.07049,0.07,0,99.41,4.501,0.291,-3.4,0,0
10,21,295,5,0.58,0.01706,0.17,0,99.4,8.085,0.291,-6.6,0,0
10,21,295,6,2.36,0.08,0.32,0,99.38,10.235,0.291,-9.8,0,0
10,21,295,7,1.1,0,0.4,0,99.39,11.232,0.291,-12.1,0.03,0.061695
10,21,295,8,1.73,0.0261,0.47,0,99.38,12.556,0.291,-14.4,108.53,223.191945
10,21,295,9,8.13,0.41874,0.53,0,99.42,13.997,0.291,-16.7,236.37,486.094905
10,21,295,10,4.28,0.13124,0.96,0,99.39,25.947,0.291,23.23,331.23,681.174495
10,21,295,11,6.2,0.22128,1.03,0,99.4,31.095,0.291,63.17,386.27,794.364255
10,21,295,12,10.18,0.48959,1.09,0.003,99.44,33.508,0.291,103.1,397.63,817.726095
10,21,295,13,8.81,0.36818,1.2,0.003,99.42,34,0.291,87.43,365.62,751.89753
10,21,295,14,9.49,0.41108,1.3,0.003,99.43,33.889,0.291,71.77,291.66,599.79879
10,21,295,15,7.86,0.27424,1.41,0.003,99.47,33.833,0.291,56.1,178.06,366.18039
10,21,295,16,9.4,0.39428,1.3,0.003,99.45,33.805,0.291,30.07,43.2,88.8408
10,21,295,17,8.63,0.33498,1.17,0.003,99.46,33.338,0.291,4.03,0,0
10,21,295,18,4.93,0.08223,0.88,0.003,99.52,30.291,0.291,-22,0,0
10,21,295,19,6.88,0.19942,0.76,0.003,99.48,28.222,0.291,-19.33,0,0
10,21,295,20,5.9,0.12627,0.64,0.003,99.5,26.325,0.291,-16.67,0,0
10,21,295,21,2.92,0,0.46,0.007,99.55,23.182,0.291,-14,0,0
10,21,295,22,4.26,0.02581,0.35,0.007,99.53,20.775,0.291,-10.07,0,0
10,21,295,23,3.59,0,0.25,0.007,99.54,17.97,0.291,-6.13,0,0
10,22,296,0,1.57,0,0.19,0,99.61,15.233,0.292,-2.2,0,0
10,22,296,1,2.46,0,0.17,0,99.56,14.096,0.292,-3.9,0,0
10,22,296,2,2.01,0,0.21,0,99.58,15.384,0.292,-5.6,0,0
10,22,296,3,0.57,0,0.28,0,99.63,17.243,0.292,-7.3,0,0
10,22,296,4,1.23,0,0.26,0,99.61,16.066,0.292,-6.83,0,0
10,22,296,5,0.9,0,0.25,0,99.62,14.922,0.292,-6.37,0,0
10,22,296,6,2.39,0.05626,0.25,0,99.67,13.836,0.292,-5.9,0,0
10,22,296,7,1.17,0,0.31,0,99.64,15.016,0.292,-8.33,0,0
10,22,296,8,1.78,0.03836,0.37,0,99.65,15.417,0.292,-10.77,102.52,210.83238
10,22,296,9,7.26,0.3809,0.42,0,99.79,15.902,0.292,-13.2,230.26,473.52969
10,22,296,10,4,0.17864,0.93,0,99.7,28.638,0.292,28.07,325.15,668.670975
10,22,296,11,5.63,0.28373,1.02,0,99.74,30.99,0.292,69.33,380.08,781.63452
10,22,296,12,9.1,0.53785,1.1,0,99.83,31.999,0.292,110.6,391.69,805.510485
10,22,296,13,7.87,0.42118,1.15,0,99.8,31.909,0.292,93.73,359.55,739.414575
10,22,296,14,8.48,0.44317,1.21,0,99.81,31.57,0.292,76.87,285.38,586.88397
10,22,296,15,7.07,0.31569,1.27,0.013,99.98,31.178,0.292,60,173.01,355.795065
10,22,296,16,8.41,0.39243,1.26,0.013,99.86,30.691,0.292,29.87,37.94,78.02361
10,22,296,17,7.73,0.32026,1.23,0.013,99.91,30.024,0.292,-0.27,0,0
10,22,296,18,5.07,0.12274,1.1,0.003,100.02,28.629,0.292,-30.4,0,0
10,22,296,19,6.4,0.22711,1.02,0.003,99.99,28.261,0.292,-29.7,0,0
10,22,296,20,5.73,0.20283,0.94,0.003,100,28.217,0.292,-29,0,0
10,22,296,21,3.14,0.06845,0.87,0,100.18,27.537,0.292,-28.3,0,0
10,22,296,22,4.41,0.15429,0.79,0,100.06,26.55,0.292,-26.47,0,0
10,22,296,23,3.77,0.13014,0.71,0,100.11,25.442,0.292,-24.63,0,0
10,23,297,0,2.6,0.07954,0.62,0,100.25,24.111,0.314,-22.8,0,0
10,23,297,1,2.95,0.09518,0.55,0,100.2,23.086,0.314,-19.4,0,0
10,23,297,2,2.77,0.08225,0.48,0,100.22,21.997,0.314,-16,0,0
10,23,297,3,1.25,0.00169,0.44,0.003,100.34,20.941,0.314,-12.6,0,0
10,23,297,4,2.14,0.05655,0.35,0.003,100.27,19.108,0.314,-9.6,0,0
10,23,297,5,1.69,0.04444,0.27,0.003,100.3,17.069,0.314,-6.6,0,0
10,23,297,6,1.53,0.04693,0.21,0,100.52,14.735,0.314,-3.6,0,0
10,23,297,7,1.33,0.06703,0.26,0,100.38,16.58,0.314,-5,0,0
10,23,297,8,1.42,0.10306,0.31,0,100.44,17.528,0.314,-6.4,96.24,197.91756
10,23,297,9,5.22,0.3443,0.37,0,100.63,18.103,0.314,-7.8,222.9,458.39385
10,23,297,10,2.75,0.21803,0.71,0,100.54,30.508,0.314,36.9,317.38,652.69197
10,23,297,11,3.98,0.29912,0.71,0,100.58,31.682,0.314,81.6,372.06,765.14139
10,23,297,12,7.25,0.52204,0.7,0,100.56,32.378,0.314,126.3,296.23,609.196995
10,23,297,13,5.9,0.42654,0.65,0,100.61,32.169,0.314,106.8,271.31,557.949015
10,23,297,14,6.58,0.46596,0.65,0,100.59,31.504,0.314,87.3,214.21,440.522865
10,23,297,15,5.43,0.38498,0.71,0,100.54,30.631,0.314,67.8,163.16,335.53854
10,23,297,16,6.65,0.45496,0.71,0,100.56,29.441,0.314,42.77,31.75,65.293875
10,23,297,17,6.04,0.40658,0.7,0,100.55,27.817,0.314,17.73,0,0
10,23,297,18,2.05,0.15552,0.37,0,100.55,19.703,0.314,-7.3,0,0
10,23,297,19,4.3,0.28594,0.32,0,100.54,16.547,0.314,-5.97,0,0
10,23,297,20,3.18,0.23189,0.26,0,100.55,13.415,0.314,-4.63,0,0
10,23,297,21,1.63,0.16714,0.19,0,100.48,9.646,0.314,-3.3,0,0
10,23,297,22,1.92,0.16363,0.22,0,100.53,9.239,0.314,-8.9,0,0
10,23,297,23,1.78,0.1415,0.32,0,100.51,9.507,0.314,-14.5,0,0
10,24,298,0,2.85,0.18221,0.46,0,100.4,9.673,0.326,-20.1,0,0
10,24,298,1,2.04,0.0995,0.55,0,100.46,10.004,0.326,-21.87,0,0
10,24,298,2,2.45,0.07854,0.62,0,100.44,10.418,0.326,-23.63,0,0
10,24,298,3,3.19,0.07589,0.69,0,100.35,11.012,0.326,-25.4,0,0
10,24,298,4,2.97,0.05544,0.67,0,100.39,11.497,0.326,-24,0,0
10,24,298,5,3.08,0.05365,0.65,0,100.37,12.025,0.326,-22.6,0,0
10,24,298,6,5.37,0.17911,0.63,0,100.39,12.455,0.326,-21.2,0,0
10,24,298,7,3.91,0.05256,0.68,0,100.36,14.935,0.326,-20.93,0,0
10,24,298,8,4.64,0.05602,0.72,0,100.37,17.587,0.326,-20.67,69.19,142.289235
10,24,298,9,8.92,0.31055,0.75,0,100.4,18.895,0.326,-20.4,174.41,358.674165
10,24,298,10,6.55,0.12316,1,0,100.39,24.118,0.326,7.63,250.04,514.20726
10,24,298,11,7.74,0.19495,1.04,0,100.4,26.529,0.326,35.67,293.86,604.32309
10,24,298,12,10.46,0.40022,1.04,0,100.32,27.852,0.326,63.7,94.87,195.100155
10,24,298,13,9.44,0.31364,1.03,0,100.38,28.516,0.326,55.63,86.74,178.38081
10,24,298,14,9.95,0.35411,1.01,0,100.36,28.974,0.326,47.57,68.16,140.17104
10,24,298,15,8.11,0.20824,0.99,0,100.26,29.183,0.326,39.5,125.27,257.617755
10,24,298,16,9.68,0.33763,0.92,0,100.31,28.708,0.326,22.97,21.54,44.29701
10,24,298,17,8.9,0.28332,0.82,0,100.29,27.513,0.326,6.43,0,0
10,24,298,18,5.83,0.06957,0.42,0,100.32,20.528,0.326,-10.1,0,0
10,24,298,19,7.34,0.17605,0.41,0,100.27,18.343,0.326,-11.2,0,0
10,24,298,20,6.58,0.12782,0.4,0,100.29,16.365,0.326,-12.29,0,0
10,24,298,21,4.82,0.02042,0.4,0,100.24,14.604,0.326,-13.39,0,0
10,24,298,22,5.5,0.07429,0.43,0,100.3,13.596,0.326,-15.01,0,0
10,24,298,23,5.16,0.06429,0.46,0,100.28,12.923,0.326,-16.63,0,0
10,25,299,0,3.75,0,0.5,0,100.24,12.628,0.327,-18.25,0,0
10,25,299,1,4.46,0.02923,0.42,0,100.24,11.473,0.327,-15.19,0,0
10,25,299,2,4.11,0.00892,0.36,0,100.24,10.25,0.327,-12.12,0,0
10,25,299,3,2.86,0,0.33,0,100.21,9.048,0.327,-9.06,0,0
10,25,299,4,3.46,0,0.33,0,100.23,8.476,0.327,-9.71,0,0
10,25,299,5,3.16,0,0.34,0,100.22,8.098,0.327,-10.35,0,0
10,25,299,6,2.29,0,0.36,0,100.35,7.916,0.327,-11,0,0
